"C1", 1.86e6
"C2", 2.06e6
"C3", 1.65e6
"R1", 1.36e6
"R2", 1.27e6
"R3", 1.15e6
"E1", 8.06e5
"E2", 8.63e5
"E3", 9.28e5
"RE1", 5.43e5
"RE2", 7.48e5
"RE3", 8.25e5
